dashboard_rank,company_name,career_url,source_type,harshit_priority_score,priority_tier,profile_priority,sector,best_fit_role_families,employment_rule,generic_sales_frontline_rule,secondary_finance_score,why_it_fits_or_drop_reason,dashboard_default_visibility,dashboard_optional_group,include_in_scrape_registry,source_status,ireland_relevance_evidence,current_live_jobs_evidence,current_relevant_jobs_evidence
320,Regeneron,https://careers.regeneron.com/en/jobs/?location=Ireland,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
321,Renesas Electronics,https://www.renesas.com/us/en/about/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
322,Research Ireland,https://www.researchireland.ie/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
323,ResMed,https://resmed.wd1.myworkdayjobs.com/ResMed_External_Careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
324,Revenue,https://www.revenue.ie/en/corporate/information-about-revenue/careers/index.aspx,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",2,0
325,Revvity (PerkinElmer),https://jobs.revvity.com/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
326,Riot Games,https://www.riotgames.com/en/work-with-us/offices/dublin,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
327,Rippling,https://www.rippling.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
328,Roche,https://www.roche.com/careers/jobs?country=Ireland,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
329,Rockwell Automation,https://rockwellautomation.wd1.myworkdayjobs.com/External_Rockwell_Automation,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
330,RSA Insurance Ireland,https://www.rsagroup.ie/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
331,RTÉ (Raidió Teilifís Éireann),https://about.rte.ie/working-with-rte/vacancies/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
332,Rubrik,https://www.rubrik.com/company/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
333,S&P Global,https://www.spglobal.com/en/careers/overview,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",2,0
334,Sage,https://sage.com/en-ie/company/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
335,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",13,0
336,Savills Ireland,https://careers.savills.ie/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
337,Schneider Electric,https://www.se.com/ww/en/about-us/careers/overview.jsp,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",3,0
338,Seagate,https://www.seagate.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
339,Shannon Airport Group,https://www.shannonairport.ie/about-us/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
340,Sky Ireland,https://careers.sky.com/job-search/?location=Ireland,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
341,Slalom,https://www.slalom.com/en/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
342,Smartling,https://www.smartling.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
343,Smith & Nephew,https://www.smith-nephew.com/en-gb/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
344,Smurfit Westrock,https://www.smurfitwestrock.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
345,Societe Generale,https://careers.societegenerale.com/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
346,Sophos,https://www.sophos.com/en-us/company/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
347,Splunk,https://www.splunk.com/en_us/careers.html,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
348,Squarespace,https://www.squarespace.com/careers/jobs,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",6,0
349,SSE Airtricity / SSE,https://careers.sse.com/search-jobs/Ireland,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
350,Stantec,https://www.stantec.com/en/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
351,Stena Line Ireland,https://www.stenaline.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
352,STMicroelectronics,https://www.st.com/content/st_com/en/about/careers.html,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
353,Stryker,https://careers.stryker.com/en-US/search?keywords=&location=Ireland,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
354,SumUp,https://www.sumup.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
355,Sun Life Ireland,https://www.sunlife.ie/en/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
356,Supply Wisdom,https://www.supplywisdom.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
357,Susquehanna International Group (SIG),https://sig.com/careers/jobs/?location=dublin,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_relevant,Current Republic of Ireland job evidence in target role families,10,2
358,Syneos Health,https://www.syneoshealth.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
359,Synopsys,https://careers.synopsys.com/search-jobs,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
360,Takeda,https://takeda.wd3.myworkdayjobs.com/External,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
361,Taxback International,https://www.taxbackinternational.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
362,Teagasc,https://www.teagasc.ie/about/opportunities/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
363,Teamwork.com,https://www.teamwork.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
364,Tech Mahindra,https://careers.techmahindra.com/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
365,Teleflex,https://teleflex.wd1.myworkdayjobs.com/TeleflexCareers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
366,Teleperformance (Ireland),https://www.teleperformance.com/en-us/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
367,Tenable,https://www.tenable.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",4,0
368,Terumo,https://www.terumo.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
369,Tetra Tech,https://www.tetratech.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
370,Teva Pharmaceuticals,https://teva.wd1.myworkdayjobs.com/Teva_Careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
371,Texas Instruments,https://careers.ti.com/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
372,The Doyle Collection,https://www.doylecollection.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
373,The Irish Times,https://www.irishtimes.com/about-us/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
374,Thermo Fisher Scientific,https://jobs.thermofisher.com/global/en/search-results?m=3&location=Ireland,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_relevant,Current Republic of Ireland job evidence in target role families,5,1
375,Three Ireland,https://www.three.ie/about/careers.html,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_relevant,Current Republic of Ireland job evidence in target role families,25,1
